OBJECT_ID	OBJECT	TYPE_DESCRIPTION	SENSOR	NUMBER_IN_CONTAINER	V_DEPL_V	CENTER	DET_ID	DCUID	STATUS
30200020036293	MOD	ID_R2P.6D	30220640303327	2	200	HPK	402672810	13892911	reference
30200020036294	MOD	ID_R1P.6D	30221540500420	2	230	HPK	402672270	5633707	reference
30200020036295	MOD	ID_R1P.6D	30221541401214	2	250	VIENNA	402672278	14022123	reference
30200020036296	MOD	ID_R2P.6D	30220640303324	2	200	HPK	402666674	6157395	reference
30200020036297	MOD	ID_R2P.6D	30220640303326	2	200	HPK	402672806	7600219	reference
30200020036298	MOD	ID_R1P.6D	30221541401215	2	290	HPK	402672282	6223531	reference
30200020036307	MOD	ID_R1P.6D	30221541401206	2	290	HPK	402672410	7470763	reference
30200020036308	MOD	ID_R2P.6D	30220640403425	2	200	HPK	402672918	5372765	reference
30200020036309	MOD	ID_R2P.6D	30220640403426	2	210	HPK	402672794	12254755	reference
30200020036310	MOD	ID_R1P.6D	30221540900908	2	270	HPK	402672294	13759791	reference
30200020036311	MOD	ID_R1P.6D	30221541401207	2	290	HPK	402672306	14023415	reference
30200020036312	MOD	ID_R2P.6D	30220640303320	2	200	HPK	402676906	3538109	reference
30200020036313	MOD	ID_R2P.6D	30220640303319	2	200	HPK	402674854	5765423	reference
30200020036314	MOD	ID_R1P.6D	30221541401208	2	290	HPK	402672390	14284891	reference
30200020036323	MOD	ID_R1P.6D	30221541401210	2	290	HPK	402676394	6224815	reference
30200020036324	MOD	ID_R2P.6D	30220640303322	2	200	HPK	402674822	16118205	reference
30200020036325	MOD	ID_R1P.6D	30221541401209	2	290	HPK	402676498	14087043	reference
30200020036328	MOD	ID_R1P.6D	30221540900812	2	270	HPK	402674338	12187307	reference
30200020036329	MOD	ID_R2P.6D	30220640303321	2	200	HPK	402672922	11923947	reference
30200020036331	MOD	ID_R1P.6D	30221541401213	2	290	HPK	402676522	14155311	reference
30200020036332	MOD	ID_R3P.4D	30220731400720	2	150	HPK	402677560	11793899	valid
30200020036333	MOD	ID_R3P.4D	30220731400721	2	150	HPK	402677580	16447019	valid
30200020036334	MOD	ID_R3P.4D	30220731400722	2	150	HPK	402675468	14024363	valid
30200020036340	MOD	ID_R1P.6D	30221540900904	2	270	HPK	402674322	14546411	reference
30200020036341	MOD	ID_R2P.6D	30220641003515	2	200	HPK	402668690	12189011	reference
30200020036342	MOD	ID_R2P.6D	30220641003516	2	188.84	VIENNA	402676878	12516995	reference
30200020036343	MOD	ID_R1P.6D	30221540900905	2	270	HPK	402674458	6224299	reference
30200020036344	MOD	ID_R3P.4D	30220734301713	2	230	HPK	402675476	5701163	reference
30200020036345	MOD	ID_R3P.4D	30220734301712	2	230	HPK	402675508	3931563	reference
30200020036346	MOD	ID_R3P.4D	30220734301711	2	230	HPK	402677520	7797035	reference
30200020036347	MOD	ID_R3P.4D	30220731400719	2	150	HPK	402675512	3929579	valid
30200020036352	MOD	ID_R1P.6D	30221540900903	2	270	HPK	402674462	14349615	reference
30200020036353	MOD	ID_R2P.6D	30220641003513	2	200	HPK	402668686	14613807	reference
30200020036354	MOD	ID_R2P.6D	30220641003514	2	200	HPK	402672938	16251267	reference
30200020036355	MOD	ID_R1P.6D	30221540900902	2	270	HPK	402668206	7732829	reference
30200020036356	MOD	ID_R3P.4D	30220731400718	2	140	HPK	402675536	7992875	valid
30200020036357	MOD	ID_R3P.4D	30220731400714	2	150	HPK	402677528	16645291	valid
30200020036358	MOD	ID_R3P.4D	30220731400715	2	150	HPK	402675472	11989291	valid
30200020036359	MOD	ID_R3P.4D	30220731400716	2	150	HPK	402675484	16514219	valid
30200020036360	MOD	ID_R1P.6D	30221540900832	2	270	HPK	402666154	5765763	reference
30200020036361	MOD	ID_R2P.6D	30220632000727	2	150	HPK	402664714	16709723	reference
30200020036362	MOD	ID_R2P.6D	30220632000728	2	150	HPK	402668810	8256189	reference
30200020036364	MOD	ID_R3P.4D	30220722200305	2	180	HPK	402677572	15856939	valid
30200020036365	MOD	ID_R3P.4D	30220731400711	2	150	HPK	402675500	12186283	valid
30200020036366	MOD	ID_R3P.4D	30220731400712	2	150	HPK	402675520	8322539	valid
30200020036367	MOD	ID_R3P.4D	30220731400713	2	150	HPK	402675532	5763627	valid
30200020036368	MOD	ID_R1P.6D	30221540900831	2	270	HPK	402674470	14349739	reference
30200020036369	MOD	ID_R2P.6D	30220632000729	2	150	HPK	402677022	14545199	reference
30200020036371	MOD	ID_R1P.6D	30221540900830	2	270	HPK	402664234	14022747	reference
30200020036376	MOD	ID_R3P.4D	30220731400717	2	150	HPK	402667184	7600683	valid
30200020036377	MOD	ID_R3P.4D	30220734301837	2	230	HPK	402675460	12317227	reference
30200020036378	MOD	ID_R3P.4D	30220734301836	2	230	HPK	402677532	12515883	reference
30200020036380	MOD	ID_R1P.6D	30221540900829	2	270	HPK	402666118	3667667	reference
30200020036381	MOD	ID_R2P.6D	30220632000725	2	150	HPK	402672778	5635375	reference
30200020036382	MOD	ID_R2P.6D	30220632000734	2	150	HPK	402672818	12188477	reference
30200020036383	MOD	ID_R1P.6D	30221540900828	2	260	HPK	402668298	14086959	reference
30200020036384	MOD	ID_R3P.4D	30220734301830	2	220	HPK	402675496	12251691	reference
30200020036385	MOD	ID_R3P.4D	30220734301831	2	230	HPK	402675480	12254763	reference
30200020036386	MOD	ID_R3P.4D	30220734301832	2	230	HPK	402675524	3929387	reference
30200020036387	MOD	ID_R3P.4D	30220734301834	2	220	HPK	402677564	14086699	reference
30200020036388	MOD	ID_R1P.6D	30221540900826	2	212.01	VIENNA	402674350	16381757	reference
30200020036389	MOD	ID_R2P.6D	30220632000731	2	150	HPK	402664614	14414583	reference
30200020036390	MOD	ID_R2P.6D	30220632000730	2	150	HPK	402674950	13889839	reference
30200020036391	MOD	ID_R1P.6D	30221540900827	2	270	HPK	402674450	16250539	reference
30200020036392	MOD	ID_R3P.4D	30220734301719	2	220	HPK	402675356	5635627	reference
30200020036393	MOD	ID_R3P.4D	30220734301720	2	230	HPK	402675372	13758763	reference
30200020036394	MOD	ID_R3P.4D	30220734301717	2	230	HPK	402675408	5503467	reference
30200020036395	MOD	ID_R3P.4D	30220734301718	2	230	HPK	402675368	8255659	reference
30200020036396	MOD	ID_R1P.6D	30221540900906	2	270	HPK	402666138	14545711	reference
30200020036397	MOD	ID_R2P.6D	30220632000724	2	150	HPK	402668822	13759107	reference
30200020036399	MOD	ID_R1P.6D	30221540900824	2	270	HPK	402666122	14154031	reference
30200020036400	MOD	ID_R3P.4D	30220734301829	2	230	HPK	402669192	14611503	reference
30200020036401	MOD	ID_R3P.4D	30220734301828	2	230	HPK	402677540	13760939	reference
30200020036402	MOD	ID_R3P.4D	30220734301827	2	230	HPK	402665144	16644267	reference
30200020036403	MOD	ID_R3P.4D	30220734301826	2	240	HPK	402677536	14286379	reference
30200020036408	MOD	ID_R3P.4D	30220734301821	2	230	HPK	402667216	8125483	reference
30200020036409	MOD	ID_R3P.4D	30220734301822	2	230	HPK	402669388	14283435	reference
30200020036410	MOD	ID_R3P.4D	30220734301823	2	230	HPK	402675332	14545707	reference
30200020036420	MOD	ID_R3P.4D	30220734301819	2	230	HPK	402677428	7729643	reference
30200020036421	MOD	ID_R3P.4D	30220734301817	2	230	HPK	402665140	8057387	reference
30200020036422	MOD	ID_R3P.4D	30220734301816	2	230	HPK	402675400	7730347	reference
30200020036423	MOD	ID_R3P.4D	30220734301815	2	220	HPK	402665244	11924139	reference
30200020036432	MOD	ID_R3P.4D	30220734301811	2	230	HPK	402665260	16512491	reference
30200020036433	MOD	ID_R3P.4D	30220734301812	2	230	HPK	402667212	4127915	reference
30200020036434	MOD	ID_R3P.4D	30220734301813	2	230	HPK	402677508	7993899	reference
30200020036435	MOD	ID_R3P.4D	30220734301814	2	230	HPK	402677568	8253739	reference
30200020036460	MOD	ID_R3P.4D	30220734301733	2	230	HPK	402677416	16382379	reference
30200020036508	MOD	ID_R3P.4D	30220734301805	2	220	HPK	402665156	5894183	reference
30200020036509	MOD	ID_R3P.4D	30220734301738	2	230	HPK	402665268	14547755	reference
30200020036510	MOD	ID_R3P.4D	30220734301737	2	220	HPK	402665152	14610779	reference
30200020036511	MOD	ID_R3P.4D	30220734301736	2	220	HPK	402677408	6027611	reference
30200020036512	MOD	ID_R1SF.6U	30221540900819	2	270	HPK	402674465	16645275	reference
30200020036513	MOD	ID_R2SB.6U	30220630700303	2	120	HPK	402668697	13891147	reference
30200020036514	MOD	ID_R1SB.6U	30221540900818	2	270	HPK	402666117	16708467	reference
30200020036519	MOD	ID_R3P.4D	30220734301735	2	230	HPK	402665164	14284587	reference
30200020036520	MOD	ID_R3P.4D	30220734301734	2	230	HPK	402669232	7991451	reference
30200020036521	MOD	ID_R3P.4D	30220734301732	2	230	HPK	402665092	3798827	reference
30200020036525	MOD	ID_R1SB.6U	30221540900825	2	270	HPK	402666137	16251251	reference
30200020036527	MOD	ID_R1SB.6U	30221540900821	2	270	HPK	402676361	16251215	reference
30200020036616	MOD	ID_R1P.6D	30221540900810	2	270	HPK	402674474	4059623	reference
30200020036617	MOD	ID_R2P.6D	30220632601021	2	190	HPK	402674986	12186903	reference
30200020036618	MOD	ID_R2P.6D	30220632601020	2	190	HPK	402676874	5634543	reference
30200020036635	MOD	ID_R1P.6D	30221540900813	2	270	HPK	402668194	14416151	reference
30200020036636	MOD	ID_R2P.6D	30220632601018	2	180	HPK	402664734	16250135	reference
30200020036638	MOD	ID_R1P.6D	30221540900814	2	270	HPK	402674466	8256267	reference
30200020036703	MOD	ID_R1SF.6U	30221540900822	2	270	HPK	402664197	6222451	reference
30200020036704	MOD	ID_R2SB.6U	30220632601016	2	190	HPK	402666665	6027891	reference
30200020036705	MOD	ID_R2SF.6U	30220632601017	2	190	HPK	402664717	7599115	reference
30200020036706	MOD	ID_R1SB.6U	30221540900815	2	270	HPK	402668201	4127819	reference
30200020036739	MOD	ID_R3P.4D	30220734301804	2	230	HPK	402667320	16513707	reference
30200020036740	MOD	ID_R3P.4D	30220734301803	2	230	HPK	402667316	11991467	reference
30200020036741	MOD	ID_R3P.4D	30220734301802	2	230	HPK	402667312	13892139	reference
30200020036742	MOD	ID_R3P.4D	30220734301801	2	230	HPK	402665224	16707883	reference
30200020036747	MOD	ID_R1SF.6U	30221540500425	2	230	HPK	402668313	12516979	reference
30200020036748	MOD	ID_R2SB.6U	30220632000733	2	150	HPK	402664609	14087027	reference
30200020036749	MOD	ID_R2SF.6U	30220630700304	2	120	HPK	402666769	11792907	reference
30200020036750	MOD	ID_R1SB.6U	30221540500424	2	230	HPK	402668169	8320627	reference
30200020036751	MOD	ID_R1SF.6U	30221540500423	2	230	HPK	402664201	12516211	reference
30200020036752	MOD	ID_R2SB.6U	30220632601009	2	180	HPK	402664601	3864075	reference
30200020036753	MOD	ID_R2SF.6U	30220632601008	2	180	HPK	402666793	6028623	reference
30200020036754	MOD	ID_R1SB.6U	30221540500422	2	230	HPK	402664077	16513511	reference
30200020036755	MOD	ID_R1SF.6U	30221540500426	2	230	HPK	402664241	11794803	reference
30200020036756	MOD	ID_R2SB.6U	30220632601007	2	180	HPK	402676881	3930739	reference
30200020036758	MOD	ID_R1SB.6U	30221540500427	2	209.14	VIENNA	402664089	5961227	reference
30200020036759	MOD	ID_R1P.6D	30221540800603	2	280	HPK	402676514	13890839	reference
30200020036760	MOD	ID_R2P.6D	30220641003521	2	200	HPK	402674994	3537767	reference
30200020036761	MOD	ID_R2P.6D	30220641003519	2	200	HPK	402676870	5373263	reference
30200020036762	MOD	ID_R1P.6D	30221540800602	2	280	HPK	402668174	5501799	reference
30200020036763	MOD	ID_R1SF.6U	30221540800606	2	270	HPK	402668305	4126323	reference
30200020036764	MOD	ID_R2SB.6U	30220641003520	2	200	HPK	402676889	3407219	reference
30200020036765	MOD	ID_R2SF.6U	30220641003518	2	200	HPK	402677033	5894639	reference
30200020036766	MOD	ID_R1SB.6U	30221540800604	2	270	HPK	402666121	11991563	reference
30200020036767	MOD	ID_R3P.4D	30220731400708	2	150	HPK	402667276	3274283	valid
30200020036768	MOD	ID_R3P.4D	30220722200309	2	180	HPK	402667328	14022827	valid
30200020036769	MOD	ID_R3P.4D	30220731400627	2	160	HPK	402667284	15858219	valid
30200020036770	MOD	ID_R1SF.6U	30221540900817	2	270	HPK	402664213	8122855	reference
30200020036771	MOD	ID_R2SB.6U	30220632601030	2	190	HPK	402668721	8255091	reference
30200020036772	MOD	ID_R2SF.6U	30220632601031	2	190	HPK	402677017	5502539	reference
30200020036773	MOD	ID_R1SB.6U	30221540500421	2	230	HPK	402668193	14547059	reference
30200020036774	MOD	ID_R1SF.6U	30221540800612	2	270	HPK	402668293	12319243	reference
30200020036775	MOD	ID_R2SB.6U	30220632601026	2	190	HPK	402674849	14349647	reference
30200020036776	MOD	ID_R2SF.6U	30220632601027	2	190	HPK	402674981	3406603	reference
30200020036778	MOD	ID_R1P.6D	30221540800610	2	270	HPK	402672402	16644619	reference
30200020036779	MOD	ID_R2P.6D	30220632601028	2	190	HPK	402668714	3931631	reference
30200020036780	MOD	ID_R2P.6D	30220632601029	2	190	HPK	402674858	13893367	reference
30200020036781	MOD	ID_R1P.6D	30221540800607	2	270	HPK	402676510	3863015	reference
30200020036782	MOD	ID_R1SF.6U	30221540800613	2	270	HPK	402664229	5635839	reference
30200020036783	MOD	ID_R2SB.6U	30220640403417	2	200	HPK	402668713	16642675	reference
30200020036784	MOD	ID_R2SF.6U	30220640403416	2	200	HPK	402674993	3273039	reference
30200020036785	MOD	ID_R1SB.6U	30221540800621	2	280	HPK	402676381	16183667	reference
30200020036786	MOD	ID_R1SF.6U	30221540800622	2	280	HPK	402676497	7601011	reference
30200020036787	MOD	ID_R2SB.6U	30220640403421	2	200	HPK	402674857	3863923	reference
30200020036788	MOD	ID_R2SF.6U	30220640403420	2	200	HPK	402676997	6028555	reference
30200020036789	MOD	ID_R1SB.6U	30221540800620	2	280	HPK	402676365	12185971	reference
30200020036794	MOD	ID_R1P.6D	30221540800615	2	270	HPK	402676398	7730671	reference
30200020036796	MOD	ID_R2P.6D	30220632601004	2	148.29	VIENNA	402668814	8122863	reference
30200020036797	MOD	ID_R1P.6D	30221540800616	2	280	HPK	402676494	12514583	reference
30200020036810	MOD	ID_R1SF.6U	30221540800618	2	270	HPK	402666273	15856343	reference
30200020036811	MOD	ID_R1SB.6U	30221540800617	2	270	HPK	402676377	13890059	reference
30200020036812	MOD	ID_R2SB.6U	30220640403419	2	200	HPK	402674825	14283247	reference
30200020036819	MOD	ID_R2P.6D	30220632300820	2	150	HPK	402676886	15858967	reference
30200020036820	MOD	ID_R2P.6D	30220641003509	2	200	HPK	402666786	16120911	reference
30200020036821	MOD	ID_R1P.6D	30221540900811	2	270	HPK	402668210	16514327	reference
30200020036822	MOD	ID_R1SF.6U	30221540800624	2	280	HPK	402674477	3404915	reference
30200020036823	MOD	ID_R1SB.6U	30221540800625	2	270	HPK	402674345	15990027	reference
30200020036824	MOD	ID_R2SB.6U	30220640403423	2	200	HPK	402676905	3602803	reference
30200020036825	MOD	ID_R2SF.6U	30220632300836	2	160	HPK	402677001	16449139	reference
30200020036833	MOD	ID_R1SF.6U	30221540800626	2	270	HPK	402674473	5699071	reference
30200020036834	MOD	ID_R2SB.6U	30220632300809	2	160	HPK	402668681	14350603	reference
30200020036835	MOD	ID_R2SF.6U	30220632300819	2	150	HPK	402674973	6157427	reference
30200020036836	MOD	ID_R1SB.6U	30221540800627	2	270	HPK	402668209	16645131	reference
30200020036837	MOD	ID_R1SF.6U	30221540800628	2	280	HPK	402666285	3799979	reference
30200020036838	MOD	ID_R2SB.6U	30220632300804	2	150	HPK	402674841	13892875	reference
30200020036839	MOD	ID_R2SF.6U	30220632300805	2	160	HPK	402668845	5504115	reference
30200020036840	MOD	ID_R1SB.6U	30221540900801	2	270	HPK	402676389	3929459	reference
30200020036841	MOD	ID_R1SF.6U	30221540800623	2	280	HPK	402666245	7797115	reference
30200020036842	MOD	ID_R2SB.6U	30220641003508	2	200	HPK	402676909	12251507	reference
30200020036843	MOD	ID_R2SF.6U	30220632601001	2	180	HPK	402664749	11792755	reference
30200020036844	MOD	ID_R1SB.6U	30221540900809	2	270	HPK	402676393	7797107	reference
30200020036853	MOD	ID_R1SF.6U	30221540900806	2	260	HPK	402668321	3274063	reference
30200020036854	MOD	ID_R2SB.6U	30220640403422	2	200	HPK	402666641	11990231	reference
30200020036855	MOD	ID_R2SF.6U	30220640403415	2	200	HPK	402668825	6026611	reference
30200020036856	MOD	ID_R1SB.6U	30221540900807	2	270	HPK	402664093	8123763	reference
30200020036870	MOD	ID_R2SB.6U	30220640403413	2	200	HPK	402664597	8057407	reference
30200020036871	MOD	ID_R2SF.6U	30220640403414	2	200	HPK	402664725	11990387	reference
30200020036872	MOD	ID_R1SB.6U	30221540900804	2	270	HPK	402666125	14610803	reference
30200020036873	MOD	ID_R1SF.6U	30221540900803	2	270	HPK	402664209	15856651	reference
30200020036875	MOD	ID_R1SB.6U	30221540900802	2	270	HPK	402666161	5962063	reference
30200020036881	MOD	ID_R2SB.6U	30220641003512	2	200	HPK	402676901	3930583	reference
30200020036886	MOD	ID_R1SF.6U	30221540300210	2	240	HPK	402668317	16445811	reference
30200020036887	MOD	ID_R2SB.6U	30220641003510	2	200	HPK	402676897	3929611	reference
30200020036888	MOD	ID_R1SF.6U	30221540900907	2	270	HPK	402666269	14153227	reference
30200020036889	MOD	ID_R2SB.6U	30220632300807	2	139.38	VIENNA	402664617	15858803	reference
30200020036891	MOD	ID_R1SB.6U	30221540500415	2	230	HPK	402664097	8059251	reference
30200020036899	MOD	ID_R2SB.6U	30220632601010	2	180	HPK	402666645	14547571	reference
30200020036900	MOD	ID_R2SF.6U	30220632300843	2	116.44	VIENNA	402666789	5963379	reference
30200020036901	MOD	ID_R1SB.6U	30221550401309	2	300	HPK	402666149	11991411	reference
30200020036902	MOD	ID_R3P.4D	30220722000120	2	200	HPK	402669348	14546091	valid
30200020036903	MOD	ID_R3P.4D	30220731400728	2	150	HPK	402673352	3668523	valid
30200020036904	MOD	ID_R3P.4D	30220734301709	2	230	HPK	402673292	14285659	reference
30200020036905	MOD	ID_R3P.4D	30220731400723	2	150	HPK	402669344	12319067	valid
30200020036907	MOD	ID_R2SF.6U	30220632601022	2	190	HPK	402668817	5699187	reference
30200020036908	MOD	ID_R1SB.6U	30221550401311	2	300	HPK	402666141	14153199	reference
30200020036909	MOD	ID_R2SF.6U	30220632601023	2	190	HPK	402668805	5960971	reference
30200020036910	MOD	ID_R1SB.6U	30221552501401	2	270	HPK	402664113	12254799	reference
30200020036913	MOD	ID_R2P.6D	30220632601015	2	190	HPK	402666802	5633751	reference
30200020036914	MOD	ID_R2P.6D	30220632300801	2	160	HPK	402664750	3930807	reference
30200020036916	MOD	ID_R2SF.6U	30220632000736	2	150	HPK	402668833	16708107	reference
30200020036920	MOD	ID_R2SF.6U	30220632601011	2	180	HPK	402666777	7730035	reference
30200020036921	MOD	ID_R2SF.6U	30220632601012	2	180	HPK	402666761	6029031	reference
30200020036930	MOD	ID_R2SF.6U	30220632000722	2	150	HPK	402677037	3864843	reference
30200020036941	MOD	ID_R2SF.6U	30220640403412	2	210	HPK	402664721	8125963	reference
30200020036942	MOD	ID_R2SF.6U	30220632300803	2	150	HPK	402666781	7797875	reference
30200020036951	MOD	ID_R2SF.6U	30220640403411	2	210	HPK	402677029	14414195	reference
30200020036952	MOD	ID_R2SF.6U	30220640403410	2	200	HPK	402668841	11989875	reference
